State,Year,Cancer_Type,Age_Group,Gender,Population,People_Screened,Smoking_Percent,Pollution_Index,New_Cases,Deaths,Recovered,Incidence_per_100k,Mortality_per_100k,Avg_Treatment_Cost_INR,Available_Hospital_Beds
West Bengal,2019,Lung,75+,Female,1984337,145046,42.06,262,36,19,14,1.814,0.957,433752,342
Bihar,2023,Colorectal,45-59,Female,7007514,113023,18.97,245.9,108,53,72,1.541,0.756,322929,1861
Rajasthan,2023,Leukemia,60-74,Female,4289511,191473,37.03,215.5,72,,28,1.679,0.466,165510,
Kerala,2016,Oral,60-74,Female,6366861,15439,32.13,70.3,111,29,70,1.743,0.455,403095,1956
Odisha,2015,Oral,75+,Female,3555694,98099,14.5,191.8,58,23,25,1.631,0.647,63047,3885
Maharashtra,2024,Prostate,60-74,Female,3018265,27652,11.77,257.1,53,20,19,1.756,0.663,440516,1082
Telangana,2023,Prostate,60-74,Female,5824432,93258,44.77,228.5,88,46,51,1.511,0.79,,4349
Bihar,2021,Leukemia,75+,Male,2184959,64305,35.85,29.9,38,19,19,1.739,0.87,345151,892
Tamil Nadu,2019,Breast,60-74,Female,7133030,190568,14.95,220.8,90,47,33,1.262,0.659,57344,1686
Andhra Pradesh,2015,Liver,60-74,Female,7153053,43729,15.18,296.1,133,85,70,,1.188,46219,4530
Karnataka,2023,Stomach,0-14,Male,4494529,153884,6.68,243.7,85,20,39,1.891,0.445,280736,3003
Andhra Pradesh,2012,Colorectal,60-74,Male,6511621,34749,44.48,295,130,48,57,1.996,0.737,300445,
Madhya Pradesh,2021,Breast,15-29,Female,4479229,94675,10.1,229.2,64,24,,1.429,0.536,413808,2817
Tamil Nadu,2017,Liver,60-74,Female,1445509,199475,28.77,175.2,31,7,15,2.145,0.484,359822,4050
Karnataka,2013,Ovarian,75+,Male,2672752,105096,24,226.3,38,19,18,1.422,,462109,589
Himachal Pradesh,2013,Liver,45-59,Female,5705733,74516,25.39,292.8,84,18,29,1.472,0.315,98390,3049
Odisha,2016,Lung,45-59,Female,2967575,49532,28.71,125.7,51,29,20,1.719,0.977,378787,577
Maharashtra,2019,Lung,30-44,Male,3138616,29107,42.83,248.1,50,15,18,1.593,0.478,254107,1473
Chhattisgarh,2011,Prostate,30-44,Female,3189509,,37.51,,57,,18,1.787,,263638,2103
Maharashtra,2023,Breast,30-44,Female,988642,120648,22.27,41.5,16,6,6,1.618,0.607,290423,4882
Jharkhand,2018,Ovarian,45-59,Male,7663903,65600,16.92,52.4,122,59,55,1.592,0.77,312575,469
Haryana,2016,Cervical,45-59,Female,1839036,199641,9.9,292.5,34,20,15,1.849,1.088,370580,3501
West Bengal,2019,Lung,30-44,Female,4089492,,17.53,284.8,73,31,31,1.785,0.758,219542,3488
Kerala,2022,Breast,60-74,Female,1909544,,12.22,95.1,31,8,16,1.623,0.419,,1429
Jharkhand,2014,Leukemia,60-74,Female,1886822,174783,44.97,48.4,34,20,11,1.802,,423052,4609
Haryana,2012,Lung,75+,Female,5185598,84984,41.91,138.7,89,36,45,1.716,0.694,,3085
Himachal Pradesh,2010,Cervical,75+,Male,5165026,23646,37.76,238.5,85,39,26,1.646,,286352,
Haryana,2021,Prostate,30-44,Female,2383416,85142,15.89,55.8,37,,19,1.552,0.294,154506,1235
Haryana,2011,Ovarian,45-59,Male,1147572,199470,36.36,,21,8,8,,0.697,60754,3445
Chhattisgarh,2016,Leukemia,75+,Female,982075,114146,,61.8,23,7,14,2.342,0.713,237302,4339
Chhattisgarh,2019,Stomach,0-14,Female,7141197,65061,14.41,288.7,111,30,52,1.554,0.42,425278,3052
Tamil Nadu,2011,Prostate,30-44,Male,4340978,86633,28.44,199.6,73,27,25,1.682,0.622,148587,534
Odisha,2024,Liver,60-74,Female,3850655,180531,15.44,,60,12,,1.558,0.312,64138,
Bihar,2025,Breast,45-59,Female,4289142,,23.82,45.3,75,35,27,,0.816,51982,4344
Bihar,2015,Prostate,30-44,Female,4987060,52424,23.5,182.6,84,31,39,1.684,,210580,4681
Himachal Pradesh,2020,Liver,30-44,Female,751963,140169,38.28,181.7,6,3,2,0.798,,383025,4734
Delhi,2017,Prostate,45-59,Male,4053005,72444,,47.8,73,20,43,1.801,0.493,248141,1627
Chhattisgarh,2025,Cervical,75+,Female,768142,66408,35.31,159.8,22,6,7,2.864,0.781,145908,1853
Delhi,2023,Stomach,30-44,Male,3585576,,22.4,,55,30,,1.534,0.837,433902,1755
Maharashtra,2023,Prostate,45-59,Female,3430506,102802,40.82,287.8,53,29,19,1.545,0.845,89109,194
Rajasthan,2021,Oral,75+,Female,7910486,161935,10.97,97.8,118,33,41,1.492,0.417,239597,1994
Tamil Nadu,2020,Leukemia,45-59,Male,5566187,36693,17.42,118.8,75,35,24,,0.629,143366,497
Andhra Pradesh,2018,Colorectal,30-44,Male,2338350,140827,,67.8,31,16,9,1.326,0.684,,3473
Himachal Pradesh,2023,Breast,0-14,Male,5764801,80776,,69.8,95,,41,1.648,0.382,367844,911
Maharashtra,2020,Stomach,0-14,Male,2477176,138610,21.65,,42,22,17,1.695,0.888,167190,
Madhya Pradesh,2011,Prostate,15-29,Male,1529380,63837,9.65,31.5,21,11,9,1.373,0.719,138340,
Maharashtra,2014,Breast,15-29,Male,7777533,76110,41.81,,133,85,59,1.71,1.093,277460,2880
Andhra Pradesh,2011,Colorectal,15-29,Female,4475937,141165,26.08,108.9,82,19,34,,0.424,343319,4516
Kerala,2021,Leukemia,60-74,Male,3050813,140715,21.31,199.6,54,27,,1.77,0.885,,765
Assam,2011,Colorectal,60-74,Female,6596590,105732,44.11,257.6,108,,45,1.637,0.606,411034,4169
Gujarat,2015,Breast,45-59,Female,1138752,47147,27.95,64,26,9,8,2.283,0.79,162256,1155
Delhi,2019,Leukemia,45-59,Female,5285334,,31.33,290.5,80,43,50,1.514,0.814,363882,2040
Uttar Pradesh,2015,Liver,75+,Female,3129997,,35.37,123.6,60,12,,1.917,0.383,477584,4948
Odisha,2023,Lung,0-14,Male,3425147,107391,29.2,292.6,50,24,22,1.46,0.701,252533,1819
Jharkhand,2011,Cervical,0-14,Female,5908296,152867,23.27,171.9,102,53,38,1.726,0.897,346035,1236
Maharashtra,2010,Stomach,0-14,Male,5931142,27358,16.79,50.1,126,68,52,2.124,1.146,263656,1158
Odisha,2010,Liver,30-44,Female,7603024,170141,,296.6,124,47,74,1.631,0.618,209291,2312
Madhya Pradesh,2011,Liver,30-44,Male,785252,,31.77,80.9,10,5,6,1.273,,115892,1117
Maharashtra,2018,Ovarian,45-59,Female,649490,179597,6.16,61.8,9,2,,1.386,0.308,280197,4234
Jharkhand,2012,Colorectal,15-29,Female,6641276,34722,33.44,264,129,75,53,1.942,1.129,101563,
Bihar,2024,Breast,30-44,Female,7912785,78973,14.08,275.2,144,52,,1.82,0.657,197426,1811
Haryana,2024,Stomach,60-74,Female,3597548,4836,30.67,41.6,64,29,27,1.779,0.806,183751,2542
Odisha,2023,Stomach,60-74,Male,4295560,,42.96,22.3,83,25,39,1.932,0.582,386725,1921
West Bengal,2023,Stomach,75+,Male,6024582,64342,8.65,126,121,70,68,2.008,1.162,340696,1652
Himachal Pradesh,2010,Prostate,30-44,Male,614166,171253,40.3,130,7,1,,1.14,,,1489
Punjab,2020,Leukemia,30-44,Male,6317565,,11.3,103.6,112,35,69,1.773,0.554,145272,4207
Rajasthan,2015,Liver,60-74,Female,2905113,15168,21.16,127.3,45,18,15,1.549,0.62,250002,3831
Andhra Pradesh,2015,Colorectal,15-29,Male,7894448,51775,38.78,,149,44,72,1.887,0.557,325036,4040
West Bengal,2025,Oral,60-74,Male,6037249,,5.62,261.9,94,34,42,1.557,,140151,3926
Gujarat,2012,Stomach,15-29,Male,3740147,157289,12.15,189.4,49,25,23,1.31,0.668,402759,3251
Assam,2015,Prostate,45-59,Female,4261088,109412,37.3,297.2,64,19,34,1.502,0.446,310752,2534
Maharashtra,2011,Breast,45-59,Male,1049714,88758,33.19,228.7,20,8,12,,0.762,427918,1131
Haryana,2013,Stomach,30-44,Female,4384595,160033,29.47,248,73,23,31,,0.525,353333,2593
Haryana,2025,Stomach,75+,Female,6682067,38500,18.87,97.6,126,73,,1.886,1.092,320393,2467
Himachal Pradesh,2020,Leukemia,30-44,Female,5905671,158058,27.9,130.4,91,18,44,1.541,0.305,208510,3660
Karnataka,2017,Lung,60-74,Male,4693789,4716,38.85,22.7,69,35,26,1.47,0.746,371525,4903
Tamil Nadu,2022,Colorectal,45-59,Male,801664,130090,26.25,277,14,3,7,1.746,0.374,470255,2532
Kerala,2011,Liver,30-44,Female,3778065,199685,42.17,262.5,64,23,38,,0.609,231899,1315
Kerala,2013,Prostate,0-14,Male,6947267,146604,24.17,145.2,116,41,59,,0.59,136852,2824
Bihar,2022,Colorectal,15-29,Female,5007653,28012,,,81,38,50,1.618,0.759,195894,481
Delhi,2017,Leukemia,30-44,Male,3880793,106807,30.32,177.8,65,39,32,1.675,1.005,377188,1115
Madhya Pradesh,2016,Liver,45-59,Female,2499746,106889,39.86,150.5,42,12,13,1.68,0.48,299887,
Himachal Pradesh,2024,Ovarian,75+,Male,3374450,39518,,82.3,48,,25,1.422,0.415,193030,1584
Jharkhand,2020,Cervical,30-44,Male,715099,25856,29.92,266.8,7,1,4,,0.14,114845,109
Rajasthan,2018,Colorectal,30-44,Female,1231959,14698,21.57,258.9,22,13,8,1.786,1.055,403720,403
Rajasthan,2011,Liver,75+,Female,6705241,169912,17.87,102.7,136,71,85,2.028,1.059,109926,989
Kerala,2024,Prostate,15-29,Male,6656837,,37.11,29,104,62,39,1.562,0.931,415556,820
Karnataka,2020,Liver,30-44,Female,3760897,1726,31.26,230.9,62,36,19,1.649,0.957,,2741
Andhra Pradesh,2024,Prostate,60-74,Female,6612133,,44.15,63.7,115,73,40,1.739,1.104,457029,500
Delhi,2021,Stomach,15-29,Female,3617295,34046,,212.8,57,33,,1.576,0.912,475981,1296
Madhya Pradesh,2015,Breast,30-44,Female,4711147,120832,26.96,141.7,83,51,46,1.762,1.083,400485,4379
Uttar Pradesh,2015,Stomach,60-74,Female,3573572,126891,35.4,190.7,58,25,28,1.623,,472140,1704
Delhi,2022,Leukemia,30-44,Male,5162348,94478,43.91,281.7,83,24,46,1.608,0.465,,858
Gujarat,2023,Oral,45-59,Female,1915791,4270,37.96,135,31,6,10,1.618,0.313,365673,4859
Chhattisgarh,2014,Stomach,60-74,Male,967532,148876,20.9,,17,10,10,1.757,1.034,381274,3227
Maharashtra,2024,Colorectal,60-74,Female,1369219,116856,37.44,256.1,19,10,,1.388,,225185,4326
Jharkhand,2013,Oral,0-14,Male,6425532,185610,38.54,299.6,100,32,37,,0.498,301244,2301
Assam,2012,Leukemia,60-74,Female,1815997,178012,17.51,46,33,13,11,,0.716,28067,2193
Kerala,2019,Liver,75+,Male,6612751,196906,21.11,192,108,62,38,1.633,0.938,275683,1599
Bihar,2024,Cervical,30-44,Male,727678,152969,19.6,,8,1,4,1.099,0.137,214180,1833
West Bengal,2013,Liver,0-14,Female,6725866,158561,35.89,89.5,115,25,49,1.71,0.372,52551,3153
Chhattisgarh,2022,Leukemia,45-59,Female,2554044,68017,27.02,34,44,19,19,1.723,0.744,,2678
Haryana,2020,Leukemia,0-14,Female,5857953,135462,20.87,276.5,99,,33,1.69,0.427,150270,1532
Madhya Pradesh,2014,Colorectal,75+,Male,3348777,116800,40.34,68.5,42,21,26,1.254,0.627,275066,4090
Karnataka,2019,Lung,30-44,Male,966423,156987,9.78,55.5,19,8,10,1.966,0.828,151783,3076
Chhattisgarh,2021,Lung,75+,Male,5036632,92572,11.44,44.1,82,,27,1.628,0.874,492171,1157
Kerala,2012,Stomach,30-44,Female,3764340,179695,32.86,67.4,72,19,29,1.913,0.505,283383,1113
Delhi,2020,Prostate,60-74,Female,6880668,161051,35.51,64.6,108,61,58,1.57,0.887,,388
Gujarat,2025,Colorectal,45-59,Male,4528873,34986,39.01,,80,36,38,1.766,0.795,388311,2055
Assam,2017,Prostate,60-74,Male,4908923,118444,36.36,218,72,26,31,1.467,0.53,295118,3588
Jharkhand,2015,Ovarian,75+,Male,6336914,96170,,56.2,88,22,30,1.389,0.347,349973,73
Chhattisgarh,2011,Breast,45-59,Male,7119519,25166,23.94,283.6,129,,76,1.812,0.534,192266,
Karnataka,2016,Liver,75+,Female,3089493,133350,26.88,153.8,59,,,1.91,0.712,238964,191
Bihar,2020,Cervical,45-59,Female,3965630,162629,42.31,275.7,74,31,22,1.866,0.782,59872,1731
Kerala,2022,Prostate,45-59,Male,925185,84109,5.14,159.3,15,7,5,1.621,0.757,128523,
Bihar,2025,Cervical,75+,Male,2234748,195661,29.62,113,35,14,23,,0.626,,769
Bihar,2025,Colorectal,30-44,Female,1266162,58388,13.97,,22,4,13,1.738,0.316,,4217
Punjab,2020,Lung,30-44,Male,5625597,1024,38.38,147.4,111,48,68,1.973,0.853,,3197
Kerala,2024,Leukemia,15-29,Male,7978350,,33.43,284.3,129,57,64,1.617,0.714,,2372
Maharashtra,2015,Lung,15-29,Male,6384366,89622,18.18,220.3,93,31,61,1.457,0.486,52960,2374
Karnataka,2017,Ovarian,15-29,Male,6888246,101828,35.34,253.4,120,24,63,1.742,0.348,85462,4033
Haryana,2010,Cervical,60-74,Female,4326613,11929,,65.4,59,26,23,1.364,0.601,426709,
Tamil Nadu,2013,Leukemia,15-29,Female,7732165,169106,40.08,21.3,108,22,55,,0.285,41396,
Chhattisgarh,2011,Breast,15-29,Male,2836858,57973,41.34,,65,37,19,2.291,1.304,64342,2613
Haryana,2021,Lung,75+,Male,7295908,,43.74,245.8,131,,76,1.796,0.617,361276,2523
Jharkhand,2025,Breast,30-44,Female,7522654,183652,30.8,147.7,141,74,96,1.874,0.984,262060,2377
Telangana,2012,Colorectal,0-14,Male,5831348,123188,11.78,106.1,102,27,59,1.749,0.463,411594,3529
Karnataka,2015,Cervical,30-44,Male,1733198,27023,42.82,113.7,33,19,20,1.904,1.096,365643,3613
Maharashtra,2022,Ovarian,0-14,Female,3797729,90223,37.25,141.7,60,35,31,,0.922,315449,2812
Assam,2021,Oral,60-74,Female,6918964,170688,12.53,179.6,127,51,59,1.836,0.737,63372,575
Madhya Pradesh,2020,Stomach,45-59,Male,6302051,72834,24.66,223.5,117,52,49,1.857,0.825,30368,4124
Uttar Pradesh,2011,Liver,30-44,Male,7332010,2044,,263.1,108,42,50,1.473,0.573,77443,2489
Haryana,2012,Breast,75+,Female,6858028,170541,40.73,194.7,112,36,68,1.633,0.525,370942,3679
Assam,2020,Ovarian,15-29,Female,6893568,82083,21.16,159.6,117,,45,,1.088,499743,3383
Andhra Pradesh,2014,Oral,0-14,Female,7994316,142838,21.56,43.5,129,83,,1.614,1.038,348395,2501
Tamil Nadu,2023,Stomach,75+,Female,765249,165585,5.79,246.2,15,,10,1.96,0.784,382995,1150
Maharashtra,2018,Ovarian,75+,Male,6761217,49577,17.81,185.2,105,55,35,1.553,0.813,,549
Telangana,2018,Lung,45-59,Female,3921812,167576,7.94,218.6,61,16,18,1.555,0.408,216057,578
Kerala,2018,Prostate,15-29,Male,7736992,,30.64,202.8,147,36,90,1.9,0.465,28241,
Haryana,2012,Stomach,45-59,Female,1195962,5329,16.55,219.2,20,10,7,1.672,0.836,407500,619
Chhattisgarh,2016,Lung,45-59,Female,4778666,185114,31.98,295.7,74,47,22,1.549,0.984,419898,4778
Jharkhand,2014,Cervical,30-44,Female,2092196,107197,42.75,125.7,25,12,14,1.195,0.574,69558,
Delhi,2025,Ovarian,30-44,Female,7707310,53888,21.01,24.9,125,78,,,1.012,115656,1517
Rajasthan,2024,Ovarian,30-44,Female,1347639,183834,32.73,,23,13,11,1.707,0.965,245966,
Rajasthan,2014,Leukemia,60-74,Male,6750059,106369,27.6,78.2,115,33,49,1.704,0.489,314183,3293
Bihar,2020,Stomach,0-14,Male,5956215,43335,,167.2,102,63,47,1.712,1.058,328621,301
West Bengal,2019,Liver,0-14,Female,5904003,197655,27.84,218,86,45,48,,,,2218
Haryana,2019,Prostate,45-59,Female,848325,98930,,253.7,20,4,12,2.358,0.472,299127,2129
Haryana,2018,Liver,75+,Male,3214922,115870,21.46,42.9,57,33,17,,,183278,4581
Telangana,2019,Stomach,75+,Female,4215044,54241,20.2,298.3,78,47,34,1.851,1.115,348581,468
Andhra Pradesh,2022,Cervical,30-44,Male,3233401,,27.27,266.9,48,15,24,1.485,,33227,3888
Punjab,2014,Breast,0-14,Female,7387004,125690,22.38,177.4,123,29,63,1.665,0.393,473837,3111
Uttar Pradesh,2010,Leukemia,75+,Male,653793,98353,28.8,,10,,5,1.53,0.459,175100,55
Rajasthan,2011,Colorectal,0-14,Female,5538539,9407,9.33,272.5,97,43,51,1.751,0.776,414698,2765
Kerala,2018,Oral,60-74,Female,4293481,121509,14.28,112.4,59,23,22,1.374,0.536,492794,4911
Madhya Pradesh,2013,Stomach,0-14,Female,6117445,8476,27.1,92.5,96,,42,1.569,0.736,70088,3693
Haryana,2020,Leukemia,0-14,Female,5240533,137877,40.31,29.2,86,54,32,1.641,,292254,595
Gujarat,2015,Breast,30-44,Female,7687616,78252,21.37,218.2,131,60,44,1.704,0.78,,2471
Jharkhand,2024,Prostate,45-59,Male,4721785,46764,37.63,117.1,88,,44,1.864,0.784,171793,4392
Kerala,2018,Liver,30-44,Female,1037221,112512,18.61,153.8,23,8,11,2.217,0.771,150193,3504
Rajasthan,2018,Cervical,0-14,Female,3069458,51518,35.45,84.2,53,,33,1.727,0.912,150856,2012
Chhattisgarh,2025,Stomach,45-59,Female,6632475,128762,33.79,185.6,111,62,73,1.674,0.935,275562,
Assam,2023,Stomach,75+,Male,3149179,109037,6.68,180.1,52,26,36,1.651,0.826,360311,1761
Jharkhand,2016,Cervical,15-29,Male,4585238,9465,11.19,116.4,79,43,28,1.723,0.938,446773,2595
Rajasthan,2010,Leukemia,75+,Male,7028483,42831,10.44,241.8,116,42,,1.65,0.598,341931,1525
Maharashtra,2018,Leukemia,15-29,Female,2557473,177347,8.24,139.6,44,16,28,,0.626,159792,1765
Assam,2018,Stomach,0-14,Female,5486149,128136,33.09,228.3,86,48,48,1.568,0.875,120738,1583
Telangana,2023,Leukemia,45-59,Female,2620478,48123,25.93,266.6,35,8,17,1.336,0.305,136896,4120
Telangana,2024,Lung,75+,Male,6920527,140990,14.56,83.5,114,,65,1.647,0.853,473137,996
Haryana,2022,Cervical,0-14,Female,1833570,107992,,,28,,18,1.527,0.654,63054,2176
Rajasthan,2022,Leukemia,15-29,Female,3920438,,37.96,24.4,69,39,30,1.76,0.995,188465,2965
Uttar Pradesh,2011,Oral,60-74,Female,5492475,98820,41.98,247.9,88,47,45,1.602,0.856,38488,4426
Tamil Nadu,2012,Ovarian,0-14,Female,678138,24789,9.94,51.3,14,5,4,2.064,,293453,4057
Delhi,2021,Ovarian,60-74,Male,1351475,129792,22.54,201.6,22,13,12,1.628,,245276,1241
Bihar,2011,Leukemia,30-44,Female,2688629,171885,28.69,69.4,58,17,19,2.157,0.632,52862,2301
Jharkhand,2021,Stomach,15-29,Male,5636787,91915,19.55,118.2,96,25,48,1.703,0.444,37061,806
Odisha,2022,Oral,75+,Male,7608311,119492,32.79,159.9,115,31,73,1.512,0.407,450492,
Punjab,2011,Breast,75+,Male,6823277,161029,22.74,185.6,123,43,40,1.803,0.63,98935,2311
Uttar Pradesh,2011,Breast,60-74,Male,924937,129124,30.35,179.6,19,6,10,2.054,0.649,314271,4403
Kerala,2021,Breast,75+,Female,6829003,189411,10.92,207.5,116,60,61,1.699,0.879,,535
Chhattisgarh,2023,Ovarian,45-59,Male,5939578,147168,29.34,181.3,94,31,45,1.583,0.522,424163,3424
Tamil Nadu,2011,Liver,30-44,Male,1370130,38301,13.57,40.5,27,12,8,1.971,0.876,273589,
Punjab,2015,Leukemia,45-59,Male,4846947,22089,29.77,26,88,32,29,1.816,0.66,474450,4875
Gujarat,2015,Stomach,60-74,Male,4242001,153117,26,36.4,68,,45,1.603,,152959,1547
Punjab,2011,Cervical,15-29,Female,3477826,84340,33.79,299.9,49,17,31,1.409,0.489,119277,1912
Jharkhand,2016,Oral,75+,Male,7376378,130825,13.34,72.3,122,60,,1.654,0.813,427547,3375
Himachal Pradesh,2013,Stomach,45-59,Male,4524381,123175,31.58,122.1,77,36,48,1.702,0.796,188405,3696
Rajasthan,2011,Cervical,0-14,Male,1626095,161527,18.24,,28,16,16,1.722,0.984,142293,
West Bengal,2025,Leukemia,30-44,Female,3308381,19137,5.86,213.8,60,27,33,1.814,0.816,,1278
Jharkhand,2021,Colorectal,0-14,Female,2469269,112026,29.03,217.5,38,16,21,1.539,0.648,97491,3761
West Bengal,2025,Cervical,0-14,Male,3773576,137728,25.03,100,58,21,30,,0.557,252710,4796
Madhya Pradesh,2020,Breast,15-29,Male,5449583,65955,36.04,20,83,43,42,1.523,0.789,217515,
Maharashtra,2018,Lung,60-74,Male,7275771,59418,43.34,170.3,128,52,80,1.759,0.715,186080,4285
Karnataka,2021,Liver,60-74,Female,1712187,60984,20.48,231.6,28,11,16,1.635,0.642,326255,2143
Kerala,2016,Breast,30-44,Female,3211023,,33.43,295,48,17,17,1.495,0.529,416031,3090
Odisha,2023,Colorectal,60-74,Male,5821223,194482,18.55,75.4,90,36,36,,0.618,113054,4006
Tamil Nadu,2011,Liver,45-59,Male,615133,174851,39.97,37,8,2,5,1.301,0.325,303409,1364
Haryana,2024,Oral,30-44,Female,6985189,194423,36.89,214.5,128,25,60,,0.358,222785,4886
Kerala,2024,Liver,15-29,Male,983648,23874,31.9,176,14,6,5,1.423,0.61,150424,
Odisha,2012,Colorectal,45-59,Male,6885890,,,,126,34,39,1.83,0.494,140449,1283
Andhra Pradesh,2024,Liver,75+,Male,6993452,10254,41.04,207.8,113,52,77,1.616,0.744,203283,2989
Bihar,2025,Lung,15-29,Female,6718983,63609,14.53,196.6,108,58,66,1.607,0.863,45442,
Himachal Pradesh,2019,Leukemia,75+,Male,3755208,131537,19.03,187.1,57,36,34,1.518,0.959,83102,3862
Karnataka,2019,Lung,30-44,Female,7503459,157144,10.26,221.2,104,27,,1.386,0.36,,2060
Jharkhand,2022,Lung,45-59,Female,3232213,161165,10.36,86,46,10,17,1.423,0.309,237906,3719
Delhi,2023,Oral,15-29,Female,3799700,100911,34.37,207.9,68,,46,1.79,0.368,499705,2343
Gujarat,2018,Breast,0-14,Male,4342491,20307,35.78,41.7,84,28,56,1.934,0.645,399758,796
Punjab,2018,Lung,30-44,Female,4853774,154112,37.79,,85,46,58,1.751,0.948,330439,70
Himachal Pradesh,2025,Colorectal,15-29,Female,1324316,150195,33.32,42.9,23,7,12,1.737,0.529,46883,4879
Jharkhand,2016,Lung,60-74,Male,3883707,182225,34.59,174.3,66,14,31,1.699,,219956,1008
Gujarat,2010,Stomach,30-44,Male,4369771,,36.72,27.2,67,24,20,1.533,0.549,,
Karnataka,2016,Breast,15-29,Female,5985073,143697,,28.4,94,,63,,0.986,261622,4265
West Bengal,2021,Liver,60-74,Female,2743252,24667,,132.4,45,15,26,1.64,0.547,303662,4537
Rajasthan,2022,Colorectal,30-44,Female,702460,111575,39.38,192.4,6,3,2,0.854,0.427,68458,4890
Odisha,2021,Prostate,75+,Male,4294342,189429,22.36,155.6,73,34,37,1.7,0.792,351283,444
Andhra Pradesh,2025,Cervical,60-74,Female,4317740,132470,41.58,123.8,62,33,33,1.436,0.764,424139,
Jharkhand,2011,Oral,15-29,Female,3244756,99590,7.18,148.9,50,29,29,1.541,0.894,356757,3987
Haryana,2013,Ovarian,60-74,Male,6641747,157951,24.51,245.6,123,,68,1.852,0.512,444780,2513
Himachal Pradesh,2013,Liver,60-74,Female,6211396,181228,30.31,24.2,101,62,62,1.626,0.998,472216,3182
Gujarat,2015,Lung,60-74,Female,6123125,186508,35.53,121.3,110,40,35,,0.653,468035,2802
Madhya Pradesh,2014,Lung,15-29,Female,814138,186902,17.05,296.7,19,8,8,2.334,0.983,425230,
Andhra Pradesh,2012,Stomach,0-14,Female,4588752,80950,9.87,106.5,80,20,47,1.743,0.436,121055,598
Assam,2019,Colorectal,30-44,Male,2083875,15480,,196.4,34,19,12,1.632,,381034,2982
Bihar,2014,Ovarian,15-29,Male,5017060,182101,16.13,,99,46,55,1.973,0.917,234613,3137
Bihar,2023,Ovarian,15-29,Male,3418656,152459,,297.3,51,19,26,1.492,0.556,234096,1966
Chhattisgarh,2025,Liver,75+,Male,6913068,75190,,283,118,46,38,1.707,0.665,430495,195
Jharkhand,2025,Cervical,45-59,Female,6536016,151234,25.82,24,120,68,51,1.836,1.04,385284,1334
Haryana,2021,Ovarian,15-29,Female,7657462,45640,7.39,221.2,132,43,,1.724,0.562,164916,3463
Telangana,2010,Cervical,75+,Female,6057531,148246,14.42,79.2,106,58,59,1.75,0.957,315368,1123
Kerala,2016,Ovarian,30-44,Male,4840274,188008,25.6,196.2,95,26,35,1.963,0.537,336291,1865
Rajasthan,2018,Ovarian,15-29,Male,4755490,105093,14.86,219.2,92,34,35,,,59435,695
West Bengal,2024,Ovarian,15-29,Female,6835883,142190,5.93,101.8,93,34,64,1.36,0.497,268536,4765
Gujarat,2022,Ovarian,0-14,Male,4987923,159930,,251.3,86,28,46,1.724,,69315,3564
Delhi,2019,Breast,15-29,Male,5773189,144861,27.75,,98,29,,1.698,0.502,212672,2773
Rajasthan,2015,Prostate,0-14,Male,4638058,11222,6.94,229.6,92,19,38,1.984,0.41,,3705
Jharkhand,2019,Stomach,30-44,Male,1500936,182137,23.87,266.9,25,9,9,1.666,0.6,256155,
Jharkhand,2020,Stomach,15-29,Male,6118952,,11.71,237.9,98,21,53,1.602,,159373,2086
Andhra Pradesh,2012,Oral,75+,Female,3289518,182110,9.11,255.2,66,35,24,2.006,,484851,146
Himachal Pradesh,2016,Colorectal,60-74,Female,2364152,,41.13,117.9,44,25,28,1.861,1.057,490625,346
Kerala,2025,Oral,45-59,Male,6901722,5655,34.82,107.9,130,48,75,1.884,0.695,486546,
Telangana,2023,Liver,15-29,Male,7142203,141538,,265.2,139,29,85,1.946,0.406,,4443
Haryana,2013,Lung,0-14,Female,3239242,,35.24,86.7,37,22,21,1.142,0.679,278823,233
Bihar,2013,Prostate,0-14,Male,6501338,83315,30.66,265.8,109,59,41,1.677,0.908,48780,2838
Jharkhand,2022,Stomach,75+,Male,4044732,69205,11.67,289.8,57,27,18,,0.668,115880,2243
Jharkhand,2012,Lung,0-14,Female,6462200,102587,22.56,247.9,100,39,46,1.547,0.604,170123,1629
